filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
H26_01SAMOHL_4PK1A.wav,0.24074433854054836,0.0813637226819992,2066.3797113227956,2054.6399366057594,4225.218200683594,0.076690673828125,-211.01544982484182,83.43181941192407,-47.06800842012686,16.50140110305076,3.802735031472131,25.078599811764256,-13.791635569054451,1.7223615844287594,-4.564811915571597,-1.6152959960084363,-23.05522423426674,21.43390275492945,-4.061704254433693,6.005634759936393,-11.00542999578769,-3.312577764682967,-4.7728806289651455,-0.332462860889857,0.49471927384438774,-10.973728505231945,H
H26_01SAMOHL_4PK1E.wav,0.2550318861116985,0.07926386594772339,1966.0956124878358,2323.427050765134,4340.959167480469,0.069000244140625,-237.84798292426916,87.76734865003843,-2.686777278851791,21.6667413576382,-39.804284079779315,-14.911411099388623,3.1720450825721995,24.31563425385643,-8.404995702691608,8.197239153229317,-13.611501142650624,6.931261109489126,-22.734094428297333,7.637772869132474,-9.731450016040776,2.559673598947067,-11.289223647385256,11.227775417236375,-11.850718916635303,-7.1367483957386995,H
H26_01SAMOHL_4PK1I.wav,0.18921042186913098,0.0771455466747284,1802.7661888306084,2374.1176562360624,4550.08544921875,0.032796223958333336,-283.64069902182655,84.28094895601026,31.3902771360484,30.71368275621207,-39.611368465640155,7.950938855533455,-4.917814932249547,-8.627652929282199,-8.25053940722204,-1.8784872265375634,-25.724782200490615,8.183046880167232,-2.77706733136778,-7.426958415220142,-7.2422089340865385,7.531717752626452,-7.772222084905233,5.109048126559173,-5.114790775292657,-5.658141143228257,H
H26_01SAMOHL_4PK1O.wav,0.197324032172517,0.04414910823106766,1481.1952051708215,1692.6459968325632,2290.97900390625,0.062465122767857144,-306.510250057274,112.00415540416527,-37.97549147033128,-11.079997220110021,-25.413983175599792,27.14980255032038,5.345764454352769,0.1533265887780366,-3.3721048772522724,14.429451993876475,-15.414806358983855,-8.690892438851261,-2.9774473465710796,3.806112762536216,-0.9511709399301894,-5.638109416694464,-5.289731690147265,-2.078777964193224,-1.1199138321126363,-0.7961373904826033,H
H26_01SAMOHL_4PK1U.wav,0.17750828505784133,0.11385084688663483,948.8639050794918,1491.9090891353771,1207.2052001953125,0.047149658203125,-318.7269300279804,144.34179170824837,42.50222629823571,-1.299815641255718,-42.13397149995495,-11.162173060701143,-7.621432058442891,-3.619195574679476,-9.572105680798657,-7.988968389171097,-10.587709552022154,2.959238751569379,-1.7173484623630166,2.686029459224104,0.0368295778107357,5.133991295048646,-5.29202651665335,-5.256759502272201,-6.339819184949834,-8.69023971965977,H
H26_02SOUHL_4PK2B.wav,0.1838085003341402,0.09107755869626999,1042.723033192761,1660.8430808420376,1572.5571576286766,0.03900505514705882,-312.1134653761919,138.22869910313253,26.87194527416043,5.993197851963796,-21.179735217439724,7.082816571851794,-9.243781661215696,-10.8204525780098,-13.305346101779675,3.112497257258097,4.628609102657879,3.452299008630153,-7.406022428610177,-4.769153872180946,-2.8923463846380324,1.5865034410201198,-9.312557809874923,-2.2032320963718677,-8.354302544542763,-1.421861513361433,H
H26_02SOUHL_4PK2D.wav,0.21883256787811917,0.08018309623003006,1333.8768614414623,1824.0149265013022,2346.221923828125,0.046549479166666664,-288.85187115793707,124.81153952161746,14.078050402411792,19.63436500733422,-22.585433357174807,1.1746443002134572,-15.534950151706779,-16.535155800932895,-0.29030259265742114,-1.3204050834671481,-2.403396362631405,7.826165328314613,-8.890359604115204,-1.974131636775066,1.4059619122606855,-1.5006985000249433,-11.922839937153034,-1.3982186427900754,-8.426118258346085,-4.7014145398528875,H
H26_02SOUHL_4PK2G.wav,0.1921730316104546,0.08383588492870331,1090.9837422253286,1677.1922321204324,1670.1690673828125,0.0382080078125,-298.54185917014865,140.31395839116078,18.884206785066283,8.599815606031514,-17.022138367193907,7.838872830593842,-17.229780636321507,-3.5367908827845103,-0.306893025266435,-1.448370581210334,0.43223412147478374,-3.40744731950718,0.4932282896810758,-5.569890234945314,-1.0218342431086125,2.2735191347992947,-9.134247623777814,3.3564968493228307,-4.414541727821848,-4.165520477034905,H
H26_02SOUHL_4PK2H.wav,0.20356094842015193,0.08322323858737946,1264.9563888473,1821.1084911069786,2209.306640625,0.045638020833333334,-304.0505385275984,127.40287573649053,14.176887686882854,2.1731365306573327,-26.192179087539493,16.193498565292188,-16.67627783907423,-7.043886050244264,-1.2746580620361214,4.482778367085922,1.5792785956142577,3.504970627321477,-7.7490601559219074,-4.190857021913965,-2.510119842867964,-2.409668646149196,-11.35904432457901,0.13555537893530883,-7.305597938552085,-8.985960151203868,H
H26_02SOUHL_4PK2K.wav,0.24626175897298486,0.0597919337451458,1276.9333722908816,1836.1372292050655,2068.084716796875,0.043619791666666664,-300.8198549797992,138.05381166824924,11.212964038460035,-2.872704868970397,-17.661400843484778,14.438493973035348,-20.956154731723327,-6.908857021659955,-4.275405038971685,8.59530123894077,2.0353685244300124,-1.434673144927131,-6.174529176571194,1.2486463470695084,2.4676215411378437,-0.4243291220598991,-7.237363323307001,1.5859120966527855,-7.460937898851488,-5.2446384263102095,H
